0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0.6;0.178224556
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.166557221
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.8;0.160429826
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.6;0.154302431
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0.4;0.148175037
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0.2;0.142047642
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.135920247
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.8;0.141629336
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.6;0.135501942
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0.4;0.129374547
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.6;0.2;0.123247152
0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.8;0;0.117119758
0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0.6;0.116701452
0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.2;0.4;0.110574057
0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.4;0.2;0.104446663
0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.6;0;0.098319268
0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0.4;0.091773568
0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0.2;0.2;0.085646173
0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0.4;0;0.079518778
0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0.2;0.066845683
0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0.2;0;0.060718289
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.041917799
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.8;0.134915632
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0.6;0.034120142
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.4;0.4;-0.066675349
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.6;0.2;-0.167470839
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.8;0;-0.268266329
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.2;0.4;0.077429065
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.4;0.2;-0.023366425
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.6;0;-0.124161915
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0;0.4;0.221533479
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0.2;0.2;0.120737989
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0.4;0;0.019942498
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.6;0;0.2;0.264842403
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.6;0.2;0;0.164046912
0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.8;0;0;0.308151326
0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0.6;-0.086062148
